sample_id,source,model_label,position_bucket,top_subject,n_tokens,n_chars,mtld,flesch_kincaid_grade,hedge_count_per_100tok,disfluency_per_100tok,past_term_per_100tok,present_term_per_100tok,future_term_per_100tok,abstract_noun_ratio,is_question,contraction_rate,lowercase_first_char,nonstandard_spelling
d0201_t013,frontier,llama33_70b,late,Number,39.0,144.0,0.0,1.4685714285714297,0.0,7.6923076923076925,0.0,5.128205128205129,0.0,0.0,1.0,2.5641025641025643,0.0,0.0
d0348_t020,frontier,llama33_70b,late,Number,50.0,187.0,0.0,1.36994871794872,2.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0
d0277_t023,frontier,llama33_70b,late,Number,1.0,5.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0371_t018,frontier,llama33_70b,late,Algebra,49.0,188.0,0.0,3.2668292682926854,2.0408163265306123,0.0,0.0,2.0408163265306123,4.081632653061225,0.0,1.0,0.0,0.0,0.0
d0278_t048,frontier,llama33_70b,late,Number,44.0,154.0,0.0,2.782857142857143,2.272727272727273,0.0,0.0,4.545454545454546,0.0,0.0,1.0,2.272727272727273,0.0,0.0
d0000_t015,frontier,llama33_70b,late,Algebra,18.0,76.0,0.0,6.215000000000003,0.0,0.0,0.0,5.555555555555555,0.0,0.0,1.0,0.0,0.0,0.0
d0278_t042,frontier,llama33_70b,late,Number,1.0,1.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0170_t013,frontier,llama33_70b,late,Number,35.0,144.0,0.0,4.645000000000003,0.0,2.857142857142857,0.0,2.857142857142857,0.0,0.42857142857142855,1.0,8.571428571428571,0.0,0.0
d0237_t031,frontier,llama33_70b,late,Geometry and Measure,43.0,179.0,0.0,4.73088235294118,2.3255813953488373,0.0,0.0,11.627906976744185,0.0,0.0,1.0,2.3255813953488373,0.0,0.0
d0147_t015,frontier,llama33_70b,late,Number,17.0,74.0,0.0,5.993333333333336,5.882352941176471,0.0,0.0,11.764705882352942,0.0,0.0,0.0,0.0,0.0,5.882352941176471
d0200_t023,frontier,llama33_70b,late,Number,53.0,218.0,0.0,5.641860465116281,1.8867924528301887,0.0,0.0,7.547169811320755,0.0,0.0,1.0,5.660377358490566,0.0,9.433962264150944
d0222_t019,frontier,llama33_70b,late,Algebra,43.0,150.0,0.0,3.5341176470588245,2.3255813953488373,0.0,0.0,6.976744186046512,0.0,0.0,0.0,2.3255813953488373,0.0,0.0
d0238_t021,frontier,llama33_70b,late,Geometry and Measure,41.0,176.0,0.0,4.167777777777776,0.0,0.0,0.0,2.4390243902439024,0.0,0.0,1.0,2.4390243902439024,0.0,0.0
d0354_t020,frontier,llama33_70b,late,Number,50.0,237.0,0.0,6.305000000000003,0.0,0.0,0.0,2.0,2.0,0.25,1.0,8.0,0.0,0.0
d0042_t019,frontier,llama33_70b,late,Data and Statistics,65.0,266.0,0.0,6.373846153846156,1.5384615384615385,3.076923076923077,0.0,3.076923076923077,0.0,0.0,1.0,3.076923076923077,0.0,3.076923076923077
d0357_t013,frontier,llama33_70b,late,Number,73.0,310.0,0.0,7.173333333333336,1.36986301369863,0.0,0.0,6.8493150684931505,0.0,0.0,1.0,4.109589041095891,0.0,0.0
d0020_t013,frontier,llama33_70b,late,Number,32.0,150.0,0.0,12.629999999999999,0.0,0.0,0.0,3.125,0.0,0.0,1.0,0.0,0.0,3.125
d0091_t014,frontier,llama33_70b,late,Geometry and Measure,64.0,288.0,0.0,7.163333333333334,3.125,0.0,0.0,3.125,1.5625,0.0,1.0,3.125,0.0,3.125
d0093_t015,frontier,llama33_70b,late,Geometry and Measure,25.0,93.0,0.0,1.879999999999999,4.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0
d0009_t025,frontier,llama33_70b,late,Number,34.0,124.0,0.0,1.468148148148149,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,8.823529411764707,0.0,0.0
d0315_t013,frontier,llama33_70b,late,Data and Statistics,44.0,196.0,0.0,5.497368421052631,0.0,0.0,2.272727272727273,6.818181818181818,0.0,0.4,1.0,2.272727272727273,0.0,0.0
d0110_t017,frontier,llama33_70b,late,Number,62.0,235.0,0.0,3.6364795918367356,1.6129032258064515,0.0,0.0,3.225806451612903,0.0,0.0,1.0,6.451612903225806,0.0,0.0
d0153_t019,frontier,llama33_70b,late,Number,31.0,116.0,0.0,2.786111111111115,3.225806451612903,0.0,3.225806451612903,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0136_t021,frontier,llama33_70b,late,Number,32.0,102.0,0.0,0.04384615384615387,3.125,0.0,3.125,6.25,0.0,0.0,1.0,3.125,0.0,0.0
d0116_t012,frontier,llama33_70b,late,Number,42.0,145.0,0.0,2.201111111111114,2.380952380952381,0.0,0.0,7.142857142857143,0.0,0.0,1.0,0.0,0.0,0.0
d0001_t020,frontier,llama33_70b,late,Algebra,1.0,3.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0372_t013,frontier,llama33_70b,late,Algebra,46.0,148.0,0.0,3.372142857142858,0.0,0.0,0.0,2.1739130434782608,6.521739130434782,0.0,1.0,0.0,0.0,0.0
d0295_t019,frontier,llama33_70b,late,Number,1.0,4.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0331_t033,frontier,llama33_70b,late,Number,47.0,229.0,0.0,7.671052631578949,2.127659574468085,0.0,2.127659574468085,12.76595744680851,0.0,0.5454545454545454,1.0,4.25531914893617,0.0,6.382978723404255
d0055_t017,frontier,llama33_70b,late,Geometry and Measure,32.0,137.0,0.0,9.23714285714286,0.0,0.0,0.0,6.25,0.0,0.0,1.0,3.125,0.0,0.0
d0278_t050,frontier,llama33_70b,late,Number,41.0,144.0,0.0,1.9303030303030297,2.4390243902439024,0.0,0.0,4.878048780487805,0.0,0.0,1.0,0.0,0.0,0.0
d0124_t013,frontier,llama33_70b,late,Number,65.0,280.0,0.0,5.462857142857143,1.5384615384615385,1.5384615384615385,3.076923076923077,1.5384615384615385,0.0,0.0,1.0,1.5384615384615385,0.0,4.615384615384615
d0210_t019,frontier,llama33_70b,late,Algebra,29.0,109.0,0.0,3.4450000000000003,3.4482758620689653,0.0,0.0,10.344827586206897,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
d0086_t019,frontier,llama33_70b,late,Algebra,40.0,176.0,0.0,4.131428571428572,0.0,0.0,2.5,0.0,0.0,0.0,1.0,2.5,0.0,2.5
d0077_t027,frontier,llama33_70b,late,Number,53.0,243.0,0.0,7.063913043478262,1.8867924528301887,0.0,0.0,7.547169811320755,1.8867924528301887,0.0,1.0,0.0,0.0,7.547169811320755
d0267_t017,frontier,llama33_70b,late,Number,58.0,233.0,0.0,3.885061224489796,1.7241379310344827,0.0,0.0,5.172413793103448,0.0,0.0,1.0,3.4482758620689653,0.0,1.7241379310344827
d0217_t012,frontier,llama33_70b,late,Algebra,24.0,111.0,0.0,8.008181818181821,4.166666666666667,0.0,0.0,4.166666666666667,0.0,0.0,1.0,0.0,0.0,0.0
d0060_t013,frontier,llama33_70b,late,Number,16.0,54.0,0.0,2.5128571428571433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0289_t013,frontier,llama33_70b,late,Algebra,74.0,335.0,0.0,7.203387096774197,0.0,0.0,0.0,6.756756756756757,1.3513513513513513,0.07142857142857142,0.0,0.0,0.0,4.054054054054054
d0291_t013,frontier,llama33_70b,late,Number,24.0,101.0,0.0,3.650000000000002,4.166666666666667,0.0,0.0,12.5,0.0,0.0,1.0,0.0,0.0,4.166666666666667
d0240_t019,frontier,llama33_70b,late,Data and Statistics,34.0,156.0,0.0,4.436666666666671,2.9411764705882355,0.0,0.0,8.823529411764707,2.9411764705882355,0.4,1.0,0.0,0.0,0.0
d0259_t024,frontier,llama33_70b,late,Data and Statistics,7.0,21.0,0.0,0.5166666666666693,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,1.0,0.0
d0070_t033,frontier,llama33_70b,late,Number,18.0,56.0,0.0,2.187692307692309,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,1.0,0.0
d0182_t013,frontier,llama33_70b,late,Number,45.0,193.0,0.0,4.974750000000004,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,6.666666666666667,0.0,0.0
d0258_t013,frontier,llama33_70b,late,Data and Statistics,59.0,221.0,0.0,2.029,1.694915254237288,0.0,0.0,5.084745762711864,3.389830508474576,0.0,1.0,1.694915254237288,0.0,3.389830508474576
d0037_t026,frontier,llama33_70b,late,Data and Statistics,21.0,74.0,0.0,-0.07833333333333137,4.761904761904762,0.0,0.0,9.523809523809524,0.0,0.0,1.0,4.761904761904762,0.0,0.0
d0130_t017,frontier,llama33_70b,late,Number,60.0,247.0,0.0,8.925185185185189,1.6666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
d0223_t095,frontier,llama33_70b,late,Number,1.0,1.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0027_t017,frontier,llama33_70b,late,Geometry and Measure,37.0,155.0,0.0,12.246470588235294,0.0,0.0,0.0,2.7027027027027026,0.0,0.0,1.0,0.0,0.0,2.7027027027027026
d0372_t017,frontier,llama33_70b,late,Algebra,60.0,225.0,0.0,1.884510638297872,1.6666666666666667,0.0,0.0,3.3333333333333335,0.0,0.16666666666666666,1.0,1.6666666666666667,0.0,0.0
d0379_t036,frontier,llama33_70b,late,Algebra,26.0,129.0,0.0,5.312391304347827,0.0,0.0,0.0,3.8461538461538463,0.0,0.0,1.0,3.8461538461538463,0.0,0.0
d0344_t019,frontier,llama33_70b,late,Algebra,44.0,156.0,0.0,3.2851612903225806,2.272727272727273,0.0,0.0,2.272727272727273,0.0,0.25,1.0,2.272727272727273,0.0,2.272727272727273
d0279_t015,frontier,llama33_70b,late,Number,11.0,39.0,0.0,0.8049999999999997,0.0,0.0,0.0,9.090909090909092,0.0,0.0,1.0,0.0,1.0,9.090909090909092
d0093_t017,frontier,llama33_70b,late,Geometry and Measure,20.0,74.0,0.0,1.4685714285714297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
d0243_t014,frontier,llama33_70b,late,Data and Statistics,12.0,38.0,0.0,0.8049999999999997,0.0,0.0,0.0,8.333333333333334,0.0,0.0,1.0,8.333333333333334,1.0,0.0
d0162_t023,frontier,llama33_70b,late,Number,45.0,194.0,0.0,1.1663513513513522,2.2222222222222223,0.0,0.0,6.666666666666667,0.0,0.25,1.0,0.0,0.0,4.444444444444445
d0290_t012,frontier,llama33_70b,late,Algebra,14.0,36.0,0.0,-2.2299999999999986,7.142857142857143,0.0,0.0,7.142857142857143,0.0,0.0,1.0,7.142857142857143,0.0,0.0
d0054_t021,frontier,llama33_70b,late,Geometry and Measure,24.0,101.0,0.0,4.383823529411767,4.166666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,12.5,0.0,0.0
d0023_t019,frontier,llama33_70b,late,Number,85.0,360.0,0.0,3.8943529411764715,1.1764705882352942,0.0,0.0,3.5294117647058822,0.0,0.0,1.0,1.1764705882352942,0.0,1.1764705882352942
d0117_t031,frontier,llama33_70b,late,Number,47.0,214.0,0.0,5.419999999999998,0.0,0.0,0.0,4.25531914893617,0.0,0.14285714285714285,1.0,2.127659574468085,0.0,0.0
d0270_t001,frontier,opus47,early,Number,3.0,5.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0360_t001,frontier,opus47,early,Number,17.0,59.0,0.0,0.5004545454545486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0
d0122_t004,frontier,opus47,early,Number,41.0,162.0,0.0,4.541111111111114,0.0,4.878048780487805,0.0,2.4390243902439024,0.0,0.0,0.0,4.878048780487805,0.0,0.0
d0239_t002,frontier,opus47,early,Geometry and Measure,11.0,37.0,0.0,0.11000000000000121,0.0,0.0,0.0,9.090909090909092,0.0,0.0,1.0,0.0,1.0,0.0
d0007_t003,frontier,opus47,early,Number,8.0,40.0,0.0,3.997142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0094_t005,frontier,opus47,early,Number,12.0,37.0,0.0,-0.7238888888888866,0.0,0.0,0.0,8.333333333333334,0.0,0.0,1.0,8.333333333333334,1.0,0.0
d0065_t001,frontier,opus47,early,Number,59.0,242.0,0.0,6.220909090909089,6.779661016949152,0.0,0.0,1.694915254237288,0.0,0.2222222222222222,0.0,6.779661016949152,0.0,0.0
d0165_t001,frontier,opus47,early,Number,31.0,114.0,0.0,1.7518181818181837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.225806451612903,0.0,3.225806451612903
d0068_t003,frontier,opus47,early,Number,17.0,77.0,0.0,3.7550000000000026,0.0,17.647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0160_t001,frontier,opus47,early,Number,36.0,129.0,0.0,0.025000000000000355,0.0,0.0,0.0,5.555555555555555,0.0,0.25,0.0,0.0,0.0,0.0
d0150_t005,frontier,opus47,early,Number,1.0,1.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0301_t000,frontier,opus47,early,Algebra,32.0,126.0,0.0,1.8200000000000003,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,3.125,0.0,0.0
d0054_t005,frontier,opus47,early,Geometry and Measure,13.0,44.0,0.0,2.342222222222226,0.0,15.384615384615385,0.0,7.6923076923076925,0.0,0.0,1.0,0.0,1.0,7.6923076923076925
d0314_t003,frontier,opus47,early,Data and Statistics,50.0,209.0,0.0,5.857073170731713,2.0,0.0,0.0,2.0,0.0,0.2,1.0,2.0,0.0,0.0
d0017_t013,frontier,opus47,early,Number,1.0,3.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0117_t005,frontier,opus47,early,Number,10.0,35.0,0.0,2.280000000000001,0.0,10.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0
d0132_t005,frontier,opus47,early,Number,3.0,11.0,0.0,-3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0131_t004,frontier,opus47,early,Number,10.0,38.0,0.0,6.705000000000002,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0
d0279_t005,frontier,opus47,early,Number,16.0,56.0,0.0,3.355714285714285,0.0,0.0,0.0,12.5,0.0,0.0,1.0,0.0,0.0,0.0
d0092_t003,frontier,opus47,early,Geometry and Measure,12.0,56.0,0.0,4.830000000000002,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,8.333333333333334,1.0,0.0
d0186_t001,frontier,opus47,early,Number,11.0,43.0,0.0,3.653333333333336,0.0,0.0,0.0,9.090909090909092,0.0,0.0,1.0,0.0,0.0,0.0
d0319_t001,frontier,opus47,early,Number,26.0,97.0,0.0,3.11452380952381,3.8461538461538463,0.0,0.0,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0
d0284_t005,frontier,opus47,early,Number,1.0,2.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0267_t003,frontier,opus47,early,Number,1.0,2.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0070_t005,frontier,opus47,early,Number,19.0,74.0,0.0,2.2816666666666663,5.2631578947368425,5.2631578947368425,0.0,5.2631578947368425,0.0,0.5,0.0,5.2631578947368425,1.0,0.0
d0253_t002,frontier,opus47,early,Number,44.0,184.0,0.0,3.9447368421052644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0182_t003,frontier,opus47,early,Number,15.0,67.0,0.0,4.791363636363638,6.666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,6.666666666666667,0.0,0.0
d0034_t002,frontier,opus47,early,Data and Statistics,35.0,128.0,0.0,1.9051851851851858,0.0,0.0,0.0,2.857142857142857,0.0,0.0,1.0,0.0,1.0,2.857142857142857
d0131_t010,frontier,opus47,early,Number,3.0,5.0,0.0,-3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0372_t001,frontier,opus47,early,Algebra,40.0,174.0,0.0,3.7535294117647062,0.0,0.0,0.0,0.0,2.5,0.125,1.0,2.5,0.0,0.0
d0321_t002,frontier,opus47,early,Algebra,15.0,60.0,0.0,-0.4666666666666668,6.666666666666667,0.0,0.0,0.0,0.0,1.0,1.0,13.333333333333334,1.0,0.0
d0067_t003,frontier,opus47,early,Number,17.0,73.0,0.0,1.4685714285714297,0.0,11.764705882352942,0.0,5.882352941176471,0.0,0.0,1.0,5.882352941176471,1.0,0.0
d0126_t002,frontier,opus47,early,Number,31.0,125.0,0.0,1.468148148148149,0.0,0.0,0.0,3.225806451612903,0.0,0.25,0.0,0.0,0.0,0.0
d0201_t003,frontier,opus47,early,Number,9.0,33.0,0.0,-1.0599999999999987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0176_t003,frontier,opus47,early,Number,8.0,23.0,0.0,0.5166666666666693,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0
d0027_t005,frontier,opus47,early,Geometry and Measure,5.0,14.0,0.0,-2.2299999999999986,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0
d0031_t005,frontier,opus47,early,Number,6.0,23.0,0.0,2.879999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0223_t035,frontier,opus47,early,Number,9.0,19.0,0.0,0.5199999999999996,0.0,11.11111111111111,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0011_t000,frontier,opus47,early,Number,16.0,59.0,0.0,0.5166666666666693,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.25,0.0,0.0
d0367_t005,frontier,opus47,early,Number,19.0,81.0,0.0,3.1542857142857166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2631578947368425,0.0,0.0
d0072_t001,frontier,opus47,early,Number,3.0,5.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0071_t002,frontier,opus47,early,Number,38.0,156.0,0.0,3.2851612903225806,0.0,2.6315789473684212,0.0,0.0,0.0,0.0,1.0,5.2631578947368425,0.0,2.6315789473684212
d0005_t003,frontier,opus47,early,Number,5.0,24.0,0.0,0.5199999999999996,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0211_t006,frontier,opus47,early,Algebra,7.0,20.0,0.0,0.5199999999999996,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,1.0,0.0,0.0,0.0
d0158_t002,frontier,opus47,early,Number,12.0,45.0,0.0,2.4700000000000024,0.0,0.0,0.0,8.333333333333334,8.333333333333334,0.0,1.0,0.0,0.0,0.0
d0214_t003,frontier,opus47,early,Algebra,17.0,55.0,0.0,0.5166666666666693,5.882352941176471,11.764705882352942,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0129_t003,frontier,opus47,early,Number,25.0,82.0,0.0,1.2900000000000027,4.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0
d0302_t003,frontier,opus47,early,Geometry and Measure,24.0,105.0,0.0,4.238333333333333,0.0,0.0,4.166666666666667,4.166666666666667,0.0,0.5,0.0,0.0,0.0,0.0
d0376_t003,frontier,opus47,early,Algebra,4.0,9.0,0.0,-2.619999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0172_t007,frontier,opus47,early,Number,9.0,34.0,0.0,2.4833333333333343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.11111111111111,0.0,11.11111111111111
d0329_t007,frontier,opus47,early,Number,15.0,56.0,0.0,4.91076923076923,0.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,1.0,0.0,0.0,0.0
d0081_t005,frontier,opus47,early,Algebra,12.0,45.0,0.0,2.4700000000000024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0071_t008,frontier,opus47,early,Number,1.0,2.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0158_t000,frontier,opus47,early,Number,13.0,47.0,0.0,2.4700000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0
d0355_t003,frontier,opus47,early,Number,8.0,23.0,0.0,0.6257142857142846,0.0,0.0,0.0,12.5,0.0,0.0,1.0,0.0,0.0,0.0
d0211_t004,frontier,opus47,early,Algebra,6.0,19.0,0.0,0.7199999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0328_t001,frontier,opus47,early,Number,3.0,5.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0169_t001,frontier,opus47,early,Number,3.0,5.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0258_t001,frontier,opus47,early,Data and Statistics,5.0,14.0,0.0,-2.2299999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0031_t009,frontier,opus47,early,Number,1.0,4.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0088_t009,frontier,opus47,early,Algebra,1.0,2.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0291_t001,frontier,opus47,early,Number,13.0,49.0,0.0,3.7181818181818187,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,1.0,0.0,0.0,0.0
d0289_t003,frontier,opus47,early,Algebra,7.0,23.0,0.0,-1.4499999999999993,0.0,0.0,0.0,14.285714285714286,0.0,0.0,1.0,0.0,0.0,0.0
d0260_t001,frontier,opus47,early,Data and Statistics,50.0,205.0,0.0,4.54418604651163,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
d0206_t003,frontier,opus47,early,Algebra,5.0,17.0,0.0,-2.619999999999999,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0
d0029_t001,frontier,opus47,early,Geometry and Measure,40.0,162.0,0.0,3.360606060606063,2.5,0.0,0.0,5.0,0.0,0.0,0.0,2.5,0.0,0.0
d0290_t002,frontier,opus47,early,Algebra,37.0,144.0,0.0,2.9045161290322596,2.7027027027027026,0.0,0.0,2.7027027027027026,0.0,0.0,1.0,2.7027027027027026,1.0,2.7027027027027026
d0290_t004,frontier,opus47,early,Algebra,6.0,10.0,0.0,-2.619999999999999,0.0,0.0,0.0,16.666666666666668,0.0,0.0,1.0,0.0,1.0,0.0
d0300_t001,frontier,opus47,early,Number,28.0,94.0,0.0,0.5800000000000018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.142857142857143,0.0,0.0
d0129_t001,frontier,opus47,early,Number,14.0,51.0,0.0,1.572727272727274,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,7.142857142857143,0.0,0.0
d0326_t001,frontier,opus47,early,Number,48.0,157.0,0.0,0.9628571428571426,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0833333333333335
d0170_t001,frontier,opus47,early,Number,56.0,242.0,0.0,3.389304347826087,1.7857142857142858,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,7.142857142857143,0.0,0.0
d0070_t007,frontier,opus47,early,Number,40.0,162.0,0.0,5.600000000000001,2.5,2.5,2.5,2.5,0.0,0.3333333333333333,1.0,7.5,0.0,0.0
d0314_t001,frontier,opus47,early,Data and Statistics,10.0,38.0,0.0,2.280000000000001,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
d0309_t002,frontier,opus47,early,Data and Statistics,17.0,68.0,0.0,4.420000000000002,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,5.882352941176471,1.0,0.0
d0045_t004,frontier,opus47,early,Number,1.0,2.0,0.0,8.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
d0192_t003,frontier,opus47,early,Number,28.0,122.0,0.0,1.3480000000000025,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,3.5714285714285716,0.0,0.0
d0185_t003,frontier,opus47,early,Number,5.0,12.0,0.0,-2.2299999999999986,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0
d0123_t005,frontier,opus47,early,Number,2.0,2.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0221_t009,frontier,opus47,early,Algebra,5.0,18.0,0.0,0.7199999999999989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0333_t001,frontier,opus47,early,Number,31.0,119.0,0.0,2.8566666666666656,0.0,0.0,0.0,6.451612903225806,0.0,0.5,1.0,0.0,0.0,3.225806451612903
d0331_t003,frontier,opus47,early,Number,17.0,67.0,0.0,0.7083333333333321,0.0,5.882352941176471,0.0,11.764705882352942,0.0,0.0,1.0,0.0,0.0,0.0
d0049_t001,frontier,opus47,early,Geometry and Measure,57.0,221.0,0.0,4.240000000000002,0.0,0.0,0.0,1.7543859649122806,0.0,0.25,1.0,1.7543859649122806,0.0,1.7543859649122806
d0079_t003,frontier,opus47,early,Number,64.0,224.0,0.0,0.7624999999999993,0.0,1.5625,0.0,3.125,0.0,0.0,1.0,6.25,1.0,1.5625
d0072_t005,frontier,opus47,early,Number,3.0,21.0,0.0,20.590000000000007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.333333333333336
d0025_t001,frontier,opus47,early,Geometry and Measure,15.0,59.0,0.0,2.8566666666666656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0
d0047_t001,frontier,opus47,early,Geometry and Measure,9.0,34.0,0.0,2.3114285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0221_t005,frontier,opus47,early,Algebra,4.0,14.0,0.0,1.3133333333333361,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0
d0360_t003,frontier,opus47,early,Number,39.0,172.0,0.0,5.703467741935487,0.0,0.0,0.0,5.128205128205129,0.0,0.0,1.0,0.0,1.0,0.0
d0161_t001,frontier,opus47,early,Number,3.0,5.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d0235_t003,frontier,opus47,early,Algebra,23.0,104.0,0.0,1.7495238095238115,4.3478260869565215,4.3478260869565215,4.3478260869565215,4.3478260869565215,0.0,0.0,1.0,0.0,1.0,0.0
d0080_t009,frontier,opus47,early,Number,4.0,10.0,0.0,-2.619999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
d0015_t005,frontier,opus47,early,Geometry and Measure,2.0,6.0,0.0,-3.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
d0248_t007,frontier,opus47,early,Number,13.0,56.0,0.0,3.84,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,1.0,0.0
